Title,Acronym,Source,Rank,Note,DBLP,Primary FoR,Comments,Average Rating
Australasian Joint Conference on Artificial Intelligence,AI,CORE2023,Australasian B,See note,https://dblp.uni-trier.de/db/conf/ausai/index.html,4602,0,N/A
Australasian Language Technology Workshop,ALTA,CORE2023,Australasian C,none,https://dblp.uni-trier.de/db/conf/acl-alta,4602,0,N/A
Australasian Port and Harbour Conference,,ERA2010,A,none,none,0911,0,N/A
Australasian Refinement Workshop,AuRW,CORE2018,Australasian,none,none,0803,0,N/A
Australasian Remote Sensing Conference,ARSC,CORE2018,Australasian,none,none,,0,N/A
Australasian Remote Sensing Conference and Photogrammetry Conference,ARSPC,ERA2010,C,none,none,1005,0,N/A
"Australasian Road Safety Research, Policing and Education Conference",,ERA2010,C,none,none,0902,0,N/A
Australasian Speech Science and Technology,SST,CORE2023,Australasian C,none,none,4602,0,N/A
Australasian Symposium on Grid Computing and e-Research (now AusPDC),AusGrid,CORE2018,Australasian,none,none,0805,0,N/A
Australasian Symposium on Parallel and Distributed Computing (was AusGrid),AusPDC,CORE2023,Australasian C,none,none,4606,0,N/A
Australasian Transport Research Forum,ATRF,ERA2010,A,none,none,1205,0,N/A
Australasian Urban and Regional Information Systems Association Conference,AURISA,CORE2018,Australasian,none,none,0806,0,N/A
Australasian User Interface Conference,AUIC,CORE2018,Australasian,none,none,0806,0,N/A
Australasian Wind Engineering Society Workshop in Wind Engineering,,ERA2010,C,none,none,0905,0,N/A
Australasian Women in Computing Workshop,WIC,CORE2018,Australasian,none,none,0899,0,N/A
Australasian Workshop on Combinatorial Algorithms,AWOCA,CORE2018,Australasian,none,none,0802,0,N/A
Australasian Workshop on Health Data and Knowledge Management,HDKM,CORE2018,Australasian,none,none,0804,2,4.0
Australia New Zealand Geomechanics conference,,ERA2010,B,none,none,0905,0,N/A
Australian and New Zealand Academy of Management Conference,ANZAM,CORE2018,Australasian,none,none,0806,0,N/A
Australian and New Zealand Architectural Science Association (ANZAScA) Annual Conference,ANZAScA,ERA2010,B,none,none,1201,0,N/A
Australian and New Zealand Association of Planning schools,ANZAPS,ERA2010,B,none,none,1202,0,N/A
Australian and New Zealand Intelligent Information Systems Conference,ANZIIS,CORE2018,Australasian,none,none,0806,0,N/A
Australian and New Zealand Marketing Academy Conference,ANZMAC,CORE2018,Australasian,none,none,0806,0,N/A
Australian Combustion Symposium,,ERA2010,C,none,none,0913,0,N/A
Australian Computer Human Interaction Conference,OZCHI,CORE2023,Australasian B,none,https://dblp.uni-trier.de/db/conf/ozchi,4608,13,5.0
Australian Conference for Knowledge Management and Intelligent Decision Support,ACKMIDS,CORE2018,Australasian,none,none,0801,0,N/A
Australian Conference on Artificial Life and Computational Intelligence,ACALCI,CORE2020,Australasian B,none,https://dblp.uni-trier.de/db/conf/acalci,4602,0,N/A
Australian Conference on Laser Diagnostics in Fluid Mechanics and Combustion,,ERA2010,B,none,none,0913,0,N/A
Australian Conference on Mathematics and Computers in Sport,MCSpo,CORE2018,Australasian,none,none,,0,N/A
Australian Conference on Neural Networks,ACNN,CORE2018,Australasian,none,none,0801,0,N/A
Australian Conference on Software Metrics,ACOSM,CORE2018,Australasian,none,none,0803,0,N/A
Australian Data Mining Conference,AusDM,CORE2023,Australasian C,See note,https://dblp.uni-trier.de/db/conf/ausdm,4605,0,N/A
Australian Digital Forensics Conference,,CORE2018,Australasian,none,none,0804,0,N/A
Australian Earthquake Engineering Conference,,ERA2010,B,none,none,0905,0,N/A
Australian Game Developers Conference,AGDC,CORE2018,Australasian,none,none,0806,0,N/A
Australian Geothermal Energy Conference,,ERA2010,C,none,none,0913,0,N/A
Australian Information Security Management Conference,ISM,CORE2018,Australasian,none,none,0804,0,N/A
Australian Information Warfare and Security Conference,WarSec,CORE2018,Australasian,none,none,0806,0,N/A
Australian Institute of Building Surveyors International Refereed Conference,AIBS,ERA2010,B,none,none,1202,0,N/A
Australian Institute of Computer Ethics Conference,AICE,CORE2023,Australasian C,none,none,4608,0,N/A
Australian Institute of Computer Ethics Conference,AICEC,CORE2018,Australasian,none,none,,0,N/A
Australian Joint Conference on Artificial Intelligence,AusAI,CORE2018,Australasian,none,https://dblp.uni-trier.de/db/conf/ausai,,0,N/A
Australian Knowledge Acquisition Workshop,AKAW,CORE2018,Australasian,none,none,0801,0,N/A
Australian MADYMO Users Meeting,MADYMO,CORE2018,Australasian,none,none,0801,0,N/A
Australian MATLAB Conference,MATLAB,CORE2018,Australasian,none,none,0802,0,N/A
Australian Pattern Recognition Society Conference,DICTA,CORE2017,Australasian,none,none,,0,N/A
Australian Road Research Board Annual Conference,,ERA2010,B,none,none,0905,0,N/A
Australian Software Engineering Conference,ASWEC,CORE2020,Australasian B,none,https://dblp.uni-trier.de/db/conf/aswec,4612,0,N/A
Australian Supercomputing Conference,ACS,CORE2018,Australasian,none,none,0805,0,N/A
Australian Symposium on Information Visualisation,ASIV,CORE2018,Australasian,none,none,0801,0,N/A
Australian Universities Building Education Association Annual Conference,AUBEA,ERA2010,B,none,none,1202,0,N/A
Australian UNIX Users Group National Conference,AUUG,CORE2018,Australasian,none,none,0803,0,N/A
Australian Water Association Convention - Ozwater,,ERA2010,C,none,none,0907,0,N/A
Australian Women in IT Conference,AusWIT,CORE2018,Australasian,none,none,,0,N/A
Australian Women in IT Conference,OzWIT,CORE2018,Australasian,none,none,0899,0,N/A
"Australian Workshop on Mobile Computing, Databases and Applications",MCDA,CORE2018,Australasian,none,none,0806,0,N/A
Australian Workshop on Requirements Engineering,AWRE,CORE2018,Australasian,none,none,0803,0,N/A
Australian Workshop on Safety Critical Systems and Software,SCSS,CORE2018,Australasian,none,none,1005,0,N/A
Australian Workshop on Software Architecture,AWSA,CORE2018,Australasian,none,none,0803,0,N/A
Australian World Wide Web Conference,AusWeb,CORE2018,Australasian,none,none,0805,0,N/A
Automated Software Engineering Conference,ASE,CORE2023,A*,none,https://dblp.uni-trier.de/db/conf/kbse,4612,2,5.0
Automation and Robotics International Symposium,ISARC,ERA2010,B,none,none,10,0,N/A
Automation of Software Test,AST,CORE2023,C,none,https://dblp.uni-trier.de/db/conf/ast,4612,0,N/A
Baosteel Academic Conference,,ERA2010,B,none,none,0910,0,N/A
Benelux Workshop on Information and System Security,WISSec,ERA2010,C,none,none,0803,0,N/A
Bioinformatics Visualization,BioViz,CORE2018,C,none,none,0801,0,N/A
Bled Electronic Commerce Conference,BECC,ERA2010,B,none,none,0806,0,N/A
Bluff Body Aerodynamics and Applications,,ERA2010,A,none,none,0905,0,N/A
Body Sensor Networks,BSN,CORE2023,C,none,https://dblp.uni-trier.de/db/conf/bsn,4601,0,N/A
Brazilian Symposium on Computer Graphics and Image Processing,SIBGRAPI,ERA2010,C,none,none,0801,0,N/A
Brazilian Symposium on Databases,SBBD,ERA2010,C,none,none,0804,0,N/A
"Brazilian Symposium on Graphs, Algorithms and Combinatorics",GRACO,ERA2010,C,none,none,0802,0,N/A
Brazilian Symposium on Information and Computer Systems Security,SBSEG,ERA2010,C,none,none,0803,0,N/A
British Colloquium for Theoretical Computer Science,BCTCS,ERA2010,C,none,none,0802,0,N/A
British Computer Society Conference on Human-Computer Interaction,HCI,CORE2023,National,none,none,4608,0,N/A
British Computer Society Formal Aspects of Computing Science Specialist Group Workshop,BCS-FMW,ERA2010,C,none,none,0802,0,N/A
British Machine Vision Conference,BMVC,CORE2023,A,none,https://dblp.uni-trier.de/db/conf/bmvc,4603,0,N/A
British National Conference on Databases,BNCOD,ERA2010,B,none,none,0804,0,N/A
Built Environment Education Conference,BEECON,ERA2010,B,none,none,12,0,N/A
CAADFutures Biennial conference,CAADFutures,ERA2010,A,none,none,1201,0,N/A
Canadian Artificial Intelligence Conference,CAAI,ERA2010,B,none,none,0801,0,N/A
Canadian Conference on Computational Geometry,CCCG,ERA2010,C,none,none,0802,0,N/A
Canadian Conference on Computer and Robot Vision,CRV,ERA2010,C,none,none,0801,0,N/A
Canadian Conference on Electrical and Computer Engineering,CCECE,ERA2010,C,none,none,0905,0,N/A
Canadian Discrete and Algorithmic Mathematics Conference,CanaDAM,ERA2010,C,none,none,0802,0,N/A
Canadian Geotechnical Society Conference,,ERA2010,B,none,none,0905,0,N/A
"Canadian Society for Civil Engineering, International Construction Specialty Conference",ICSC,ERA2010,C,none,none,0905,0,N/A
CENTERIS - Conference on ENTERprise Information Systems,CENTERIS,CORE2018,Unranked,none,none,0806,0,N/A
Centre for Asian and Middle Eastern Architecture conference,CAMEA,ERA2010,A,none,none,1201,0,N/A
CGAL User Workshop,CGAL,CORE2018,C,none,none,0802,0,N/A
Challenges of Large Applications in Distributed Environments,CLADE,CORE2018,C,none,none,0805,0,N/A
Chemeca: Australasian Conference on Chemical Engineering,,ERA2010,B,none,none,0914,0,N/A
CHI PLAY: The Annual Symposium on Computer-Human Interaction in Play,CHI PLAY,CORE2023,Journal Published,none,https://dblp.org/db/conf/chiplay,4608,0,N/A
Chicago ASA Data Mining Conference- A Hard Look at DM,ASADM,CORE2008,B,none,none,,0,N/A
Chilean Database Workshop,JCC/WBD(CDW),ERA2010,C,none,none,0804,0,N/A
ChinaGrid Annual Conference,ChinaGrid,ERA2010,C,none,none,0805,0,N/A
CIRP Life Cycle Engineering Conference,,ERA2010,A,none,none,0910,0,N/A
Coastal Environment,,ERA2010,C,none,none,0911,0,N/A
Collaborative Electronic Commerce Technology and Research,CollECTeR,CORE2018,B,none,none,0806,0,N/A
"Colloquium on Mathematics and Computer Science: Algorithms, Trees, Combinatorics and Probabilities",MathInfo,CORE2018,C,none,none,0802,0,N/A
Cologne-Twente Workshop on Graphs and Combinatorial Optimization,CTW,CORE2023,C,none,none,4613,0,N/A
CombinaTexas: Combinatorics in the South-Central U.S.,Combina Texas,ERA2010,C,none,none,0802,0,N/A
Combinatorial Pattern Matching,CPM,CORE2023,B,none,https://dblp.uni-trier.de/db/conf/cpm,4603,1,4.0
Committee on Data for Science and Technology,CODATA,CORE2018,C,none,none,0804,0,N/A
Complex Objects Visualization Workshop,COV,CORE2018,C,none,none,0801,0,N/A
Complexity and information-theoretic approaches to biology,CITB,CORE2018,B,none,none,0803,0,N/A
"Composite Construction V, Kruger National Park, South Africa, American Society of Civil Engineers",,ERA2010,A,none,none,0905,0,N/A
Computability in Europe: Logic and Theory of Algorithms,CiE,CORE2023,C,none,https://dblp.uni-trier.de/db/conf/cie,4613,0,N/A
Computational Intelligence in Security for Information Systems,CISIS,CORE2023,National: Spain,none,https://dblp.org/db/conf/cisis-spain,4604,0,N/A
Computational Techniques and Applications Conference,CTAC,CORE2018,C,none,none,0802,0,N/A
Computational Topology Workshop,CT,CORE2018,C,none,none,0802,0,N/A
Computational Wind Engineering,,ERA2010,B,none,none,0905,0,N/A
Computer Aided Verification,CAV,CORE2023,A*,none,https://dblp.uni-trier.de/db/conf/cav,4612,0,N/A
Computer Algebra in Scientific Computing,CASC,CORE2023,B,none,https://dblp.org/db/conf/casc,4613,0,N/A
"Computer Animation, Information Visualisation, and Digital Effects",CAivDE,CORE2023,C,none,none,4607,0,N/A
Computer Applications in The Mineral Industries,APCOM,ERA2010,A,none,none,0914,0,N/A
Computer Graphics International,CGI,CORE2023,C,See note,https://dblp.uni-trier.de/db/conf/cgi,4607,0,N/A
Computer Science Research Conference,CSRC,CORE2018,C,none,none,08,0,N/A
Computer Sciences and Information Technologies,CSIT,CORE2023,National,none,none,4602,0,N/A
Computer Supported Collaborative Learning,CSCL,CORE2021,B,none,https://dblp.uni-trier.de/db/conf/cscl,4608,1,5.0
Computers in Cardiology,,ERA2010,A,none,none,0903,0,N/A
Computing and Control in the Water Industry 2009,,ERA2010,B,none,none,0905,0,N/A
Computing in Civil Engineering and Building International Conference,ICCCBE,ERA2010,C,none,none,0905,0,N/A
Computing in Education Group of Victoria Conference,CEG,CORE2018,C,none,none,0899,0,N/A
Computing: The Australasian Theory Symposium,CATS,CORE2018,Australasian,none,none,0802,0,N/A
Conference and Symposium of the International Committee on Aeronautical Fatigue,,ERA2010,A,none,none,0901,0,N/A
Conférence en Recherche d'information et Applications,CORIA,ERA2010,C,none,none,08,0,N/A
Conference for the International Simulation and Gaming Association,ISAGA,CORE2023,C,none,https://dblp.uni-trier.de/db/conf/isaga,4607,0,N/A
Conference in Uncertainty in Artificial Intelligence,UAI,CORE2023,A,none,https://dblp.uni-trier.de/db/conf/uai,4602,1,N/A
Conference of South African Institute of Computer Scientists and Information Technologists,SAICSIT,ERA2010,C,none,none,08,0,N/A
Conference of the Association for Machine Translation in the Americas,AMTA,CORE2023,National/Regional,none,https://dblp.uni-trier.de/db/conf/amta,4602,0,N/A
Conference of the Association of Asian-Pacific Operational Research Societies,APORS,CORE2023,C,none,none,4602,0,N/A
Conference of the Australian Institutes of Transport Research,CAITR,ERA2010,C,none,none,1205,0,N/A
Conference of the Commission Internationale pour l'Etude et l'Amelioration de l'Enseignement des Mathematiques,CIEAEM,CORE2018,C,none,none,0802,0,N/A
Conference of the European Association for Machine Translation,EAMT,CORE2023,C,none,https://dblp.uni-trier.de/db/conf/eamt,4602,0,N/A
Conference of the European Society for Fuzzy Logic and Technologies,EUSFLAT,CORE2023,C,none,https://dblp.org/db/conf/eusflat,4602,0,N/A
Conference of the International Society for Decision Support Systems,ISDSS,CORE2018,C,none,none,0801,1,N/A
Conference of the Pacific Association for Computational Linguistics,PACLING,CORE2021,B,See note,https://dblp.uni-trier.de/db/conf/pacling,4602,1,5.0
Conference on Agile Software Development,XP,CORE2023,B,none,https://dblp.uni-trier.de/db/conf/xpu,4612,0,N/A
Conference on Algebra and Coalgebra in Computer Science,CALCO,CORE2023,B,none,https://dblp.org/db/conf/calco,4613,0,N/A
Conference on Algorithmic Aspects in Information and Management,AAIM,CORE2023,C,none,https://dblp.uni-trier.de/db/conf/aaim,4613,0,N/A
Conference on Algorithms and Hardware for Parallel Processing,CONPAR,CORE2018,C,none,none,0805,0,N/A
Conference on Artificial Intelligence for Applications,CAIA,CORE2018,B,none,none,0801,0,N/A
Conference on Artificial Neural Networks and Expert systems,ANNES,CORE2018,C,none,none,0801,0,N/A
Conference on Combinatorial Optimization and Applications,COCOA,CORE2023,C,See note,https://dblp.uni-trier.de/db/conf/cocoa,4602,1,N/A
Conference on Computational Natural Language Learning,CoNLL,CORE2023,B,none,https://dblp.uni-trier.de/db/conf/conll,4602,0,N/A
CONFERENCE ON COMPUTER SCIENCE AND INTELLIGENCE SYSTEMS,FedCSIS,CORE2023,Multi-conference,none,https://dblp.org/db/conf/fedcsis,4602,0,N/A
"Conference on Computers, Freedom, and Privacy",CFP,CORE2018,C,none,none,0803,0,N/A
Conference on Construction Partnering,CII-HK,ERA2010,C,none,none,1202,0,N/A
"Conference on Discrete Mathematics, Algebra and their Application",DIMA,CORE2018,C,none,none,0802,0,N/A
Conference on File and Storage Technologies,FAST,CORE2023,A,none,https://dblp.uni-trier.de/db/conf/fast,4605,0,N/A
Conference on Fun with Algorithms,FUN,CORE2023,National: Italy,none,https://dblp.uni-trier.de/db/conf/fun,4613,0,N/A
Conference on Games (was Computational Intelligence and Games CIG),COG,CORE2023,C,none,https://dblp.uni-trier.de/db/conf/cig,4607,0,N/A
Conference on Graph Theory and Discrete Geometry,CGTDG,CORE2018,C,none,none,0802,0,N/A
"Conference on Information Science, Technology and Management",CISTM,CORE2018,B,none,none,0806,0,N/A
Conference on Information Sciences and Systems,CISS,CORE2023,National: USA,none,https://dblp.uni-trier.de/db/conf/ciss,4606,0,N/A
"Conference on Innovation in Clouds, Internet and Networks",ICIN,CORE2023,National: France,none,https://dblp.uni-trier.de/db/conf/icin,4606,0,N/A
Conference on Innovative Data Systems Research,CIDR,CORE2023,A,none,https://dblp.uni-trier.de/db/conf/cidr,4605,0,N/A
Conference on Integer Programming and Combinatorial Optimization,IPCO,CORE2023,A,none,https://dblp.uni-trier.de/db/conf/ipco,4613,0,N/A
Conference on Intelligent Computer Mathematics,CICM,CORE2023,C,none,https://dblp.org/db/conf/mkm,4613,0,N/A
"Conference on Interactive Theorem Proving (previously TPHOLs, changed in 2009)",ITP,CORE2023,A,none,https://dblp.uni-trier.de/db/conf/itp,4613,0,N/A
Conference on Learning Theory,COLT,CORE2023,A*,none,https://dblp.uni-trier.de/db/conf/colt,4611,2,5.0
Conference on Office Information Systems,SIGOA,CORE2018,C,none,none,0806,0,N/A
Conference on Operational Research Practice in Africa,ORPA,ERA2010,C,none,none,0802,0,N/A
"Conference on Orders, Algorithms and Applications",Ordal,CORE2018,C,none,none,0802,0,N/A
Conference on Railway Engineering,,ERA2010,A,none,none,0905,0,N/A
Conference on RFID Security,RFIDSec,CORE2018,C,none,https://dblp.uni-trier.de/db/conf/rfidsec,0803,0,N/A
Conference on Robot Learning,CoRL,CORE2023,Unranked,none,https://dblp.org/db/conf/corl/index.html,4602,0,N/A
Conference on Security and Cryptography for Networks,SCN,CORE2023,National: Italy,none,https://dblp.uni-trier.de/db/conf/scn,4604,0,N/A
Conference on Security in Network Architectures and Information Systems,SAR-SSI,CORE2018,C,none,none,0803,0,N/A
"Conference on Software Engineering Education and Training (previously Conference is Software Engineering Education, CSEE, changed in 1997)",CSEET,CORE2023,C,none,https://dblp.uni-trier.de/db/conf/csee/index.html,4608,0,N/A
Conference on Software in Telecommunications and Computer Networks,SOFTCOM,CORE2023,National: Croatia,none,https://dblp.uni-trier.de/db/conf/softcom,4606,0,N/A
Conference on Spatial Information Theory,COSIT,ERA2010,C,none,none,1201,0,N/A
Conference on the Quality of Software Architectures,QoSA,CORE2017,B,none,none,0803,0,N/A
Conference on Theory and Applications of Models of Computation,TAMC,CORE2023,C,See note,https://dblp.uni-trier.de/db/conf/tamc,4613,0,N/A
Conference on Visualization and Data Analysis,VDA,CORE2023,National: USA,none,https://dblp.uni-trier.de/db/conf/vda,4608,0,N/A
Congress of the Italian Assoc for AI,AI*IA,ERA2010,B,none,none,0801,0,N/A
Congress of the Modelling and Simulation Society of Australia and New Zealand,Modsim 03,ERA2010,A,none,none,0907,0,N/A
